_id,album,artist,duration,name
6456332238f2378a5d51be26,玫瑰凭证,告五人,04:18,给你一瓶魔法药水
6456332238f2378a5d51be27,运气来得若有似无,告五人,04:30,唯一
6456332238f2378a5d51be28,披星戴月的想你,告五人,05:49,披星戴月的想你
6456332238f2378a5d51be29,爱在夏天,告五人,06:20,爱在夏天
6456332238f2378a5d51be2a,运气来得若有似无,告五人,04:17,温蒂公主的侍卫
6456332238f2378a5d51be2b,华灯初上 影集原声带,告五人,04:55,好不容易
6456332238f2378a5d51be2c,我肯定在几百年前就说过爱你,告五人,04:14,法兰西多士
6456332238f2378a5d51be2d,运气来得若有似无,告五人,04:17,丑人多作怪
6456332238f2378a5d51be2e,First Two Pages of Frankenstein,The National,04:27,The Alcott (feat. Taylor Swift)
6456332238f2378a5d51be2f,Lover,Taylor Swift,02:58,Cruel Summer
6456332238f2378a5d51be30,Fearless (Platinum Edition),Taylor Swift,03:56,Love Story
6456332238f2378a5d51be31,1989 (Deluxe),Taylor Swift,03:51,Blank Space
6456332238f2378a5d51be32,1989 (Deluxe),Taylor Swift,03:32,Welcome To New York
6456332238f2378a5d51be33,Lover,Taylor Swift,03:41,Lover
6456332238f2378a5d51be34,folklore (deluxe version),Taylor Swift,04:45,exile
6456332238f2378a5d51be35,Fearless (Platinum Edition),Taylor Swift,03:52,You Belong With Me
6456332238f2378a5d51be36,Speak Now,Taylor Swift,05:53,Enchanted
6456332238f2378a5d51be37,1989 (Deluxe),Taylor Swift,03:51,Style
6456332238f2378a5d51be38,Tonos Bailables Vol. 4,Imagine Dragons,02:53,Enemy (from the series Arcane League of Legends)
6456332238f2378a5d51be39,Bones,Imagine Dragons,02:45,Bones
6456332238f2378a5d51be3a,Shots EP,Imagine Dragons,03:10,Shots (Broiler Remix)
6456332238f2378a5d51be3b,Origins (Deluxe),Imagine Dragons,03:09,Natural
6456332238f2378a5d51be3c,Believer,Imagine Dragons,03:39,Believer
6456332238f2378a5d51be3d,Night Visions,Imagine Dragons,02:57,Demons
6456332238f2378a5d51be3e,Evolve,Imagine Dragons,03:07,Thunder
6456332238f2378a5d51be3f,Sharks,Imagine Dragons,03:10,Sharks
6456332238f2378a5d51be40,Evolve,Imagine Dragons,03:24,Believer
6456332238f2378a5d51be41,ENEMY (宿敌),Imagine Dragons,02:53,ENEMY (宿敌)
6456332238f2378a5d51be42,mine (Ty Sunderland Remix),Kelly Clarkson,04:01,mine (Ty Sunderland Remix)
6456332238f2378a5d51be43,Catch My Breath,Kelly Clarkson,04:10,Catch My Breath
6456332238f2378a5d51be44,Breakaway (Limited Edition),Kelly Clarkson,03:39,Because of You
6456332238f2378a5d51be45,Stronger (Deluxe Version),Kelly Clarkson,03:41,"Stronger (What Doesn't Kill You)"
6456332238f2378a5d51be46,Catch My Breath Remixes,Kelly Clarkson,03:53,Catch My Breath (Cash Cash Remix)
6456332238f2378a5d51be47,Stronger (Deluxe Version),Kelly Clarkson,04:04,You Love Me
6456332238f2378a5d51be48,Heartbeat Song,Kelly Clarkson,03:18,Heartbeat Song
6456332238f2378a5d51be49,All I Ever Wanted,Kelly Clarkson,03:36,Long Shot
6456332238f2378a5d51be4a,Breakaway (Limited Edition),Kelly Clarkson,03:08,Catch My Breath (Radio Edit)
6456332238f2378a5d51be4b,Hero,Alan Walker,02:55,Hero
6456332238f2378a5d51be4c,Different World,Alan Walker,03:32,Faded
6456332238f2378a5d51be4d,The Spectre,Alan Walker,03:13,The Spectre
6456332238f2378a5d51be4e,Alone (Lost Stories Remix),Lost Stories,04:02,Alone (Lost Stories Remix)
6456332238f2378a5d51be4f,On My Way (Explicit),Alan Walker,03:13,On My Way (Explicit)
6456332238f2378a5d51be50,Play,K-391,02:47,Play
6456332238f2378a5d51be51,Different World,Alan Walker,03:18,All Falls Down
6456332238f2378a5d51be52,Ignite,K-391,03:30,Ignite
6456332238f2378a5d51be53,Sing Me to Sleep,Alan Walker,03:08,Sing Me to Sleep
6456332238f2378a5d51be54,This Is Acting (Deluxe Version),Sia,03:37,Move Your Body (Alan Walker Remix)
6456332238f2378a5d51be55,Purpose,Justin Bieber,03:53,Love Yourself
6456332238f2378a5d51be56,Changes,Justin Bieber,03:20,Come Around Me
6456332238f2378a5d51be57,STAY (Explicit),The Kid LAROI,02:21,STAY (Explicit)
6456332238f2378a5d51be58,Peaches (Remix) [Explicit],Justin Bieber,03:49,Peaches (Remix|Explicit)
6456332238f2378a5d51be59,Baby,Justin Bieber,03:36,Baby
6456332238f2378a5d51be5a,Purpose,Justin Bieber,03:25,What Do You Mean?
6456332238f2378a5d51be5b,Justice (中国豪华特别版),Justin Bieber,03:18,Peaches (Explicit)
6456332238f2378a5d51be5c,Changes,Justin Bieber,03:32,Intentions
6456332238f2378a5d51be5d,"10,000 Hours",Dan + Shay,02:47,"10,000 Hours"
6456332238f2378a5d51be5e,Man Crush Monday (Explicit),Luis Fonsi,03:48,Despacito (Remix)
